User,Text,emoji_pos,emoji_neg,emoji_neu,num_emoji_pos,num_emoji_neg,num_emoji_neu,cleaned_text,tokenized,label
@phatlttv,Bé trợ lý hắt hơi kiểu thẹn thùng e thẹn đồ đó,,,,0,0,0,bé trợ_lý hắt_hơi kiểu thẹn_thùng e_thẹn đồ,"['bé', 'trợ_lý', 'hắt_hơi', 'kiểu', 'thẹn_thùng', 'e_thẹn', 'đồ', 'đó']",2
@ucohuu2226,level up nhaaaa,,,,0,0,0,level up nhaaaa,"['level', 'up', 'nhaaaa']",2
@phuongnguyen-nb6fz,"Tự nhiên coi lần 2 lúc 4h sáng , cười quá cười chồng thức chửi nguu người😢",,😢,,0,1,0,tự_nhiên coi 2 4 h cười cười chồng_thức chửi nguu,"['tự_nhiên', 'coi', 'lần', '2', 'lúc', '4', 'h', 'sáng', 'cười', 'quá', 'cười', 'chồng_thức', 'chửi', 'nguu', 'người']",0
@Sun-bn6zu,"Cái set này đỉnk thật, k cần đao to búa lớn, chỉ toàn những miếng rất đơn giản nhưng cả khán phòng nghiêng ngả luôn 🤣🤣",🤣🤣,,,2,0,0,set đỉnk không_cần đao to_búa toàn miếng đơn_giản khán_phòng nghiêng ngả,"['cái', 'set', 'này', 'đỉnk', 'thật', 'không_cần', 'đao', 'to_búa', 'lớn', 'chỉ', 'toàn', 'những', 'miếng', 'rất', 'đơn_giản', 'nhưng', 'cả', 'khán_phòng', 'nghiêng', 'ngả', 'luôn']",1
@bp4ever936,"sao cả cái group mỗi ông Nam diễn hài, mấy người kia nhạt thiệt sự. Phương Nam nhìn rõ thấy sự đổi mới mình cách thức truyền đạt duyên dáng, sao mấy người trong nhóm ko học tập dc vậy. trước t subcribe kênh này vì Phương Nam, giờ t đã unsubcribe vì đợi quá lâu mới thấy ông Nam xuất hiện.",,,,0,0,0,group nam_diễn hài mấy kia nhạt thiệt_sự phương_nam đổi_mới cách_thức truyền_đạt duyên_dáng mấy không_học_tập t subcribe kênh phương nam t unsubcribe đợi nam xuất_hiện,"['sao', 'cả', 'cái', 'group', 'mỗi', 'ông', 'nam_diễn', 'hài', 'mấy', 'người', 'kia', 'nhạt', 'thiệt_sự', 'phương_nam', 'nhìn', 'rõ', 'thấy', 'sự', 'đổi_mới', 'mình', 'cách_thức', 'truyền_đạt', 'duyên_dáng', 'sao', 'mấy', 'người', 'trong', 'nhóm', 'không_học_tập', 'được', 'vậy', 'trước', 't', 'subcribe', 'kênh', 'này', 'vì', 'phương', 'nam', 'giờ', 't', 'đã', 'unsubcribe', 'vì', 'đợi', 'quá', 'lâu', 'mới', 'thấy', 'ông', 'nam', 'xuất_hiện']",2
@maskiez,Nam đã dần chuyển qua crowd work rồi ta. Tuyệt vời luôn Nam ơi.,,,,0,0,0,nam dần crowd work ta tuyệt_vời nam,"['nam', 'đã', 'dần', 'chuyển', 'qua', 'crowd', 'work', 'rồi', 'ta', 'tuyệt_vời', 'luôn', 'nam', 'ơi']",1
@lavaparis,"Xuất sắc Nam ơi! Lần đầu tiên chị xem set này của em nhiều lần ko thấy chán mà lần nào cũng cười hết, quá dễ thương và duyên dáng.",,,,0,0,0,xuất_sắc nam đầu_tiên set không_thấy chán cười dễ_thương duyên_dáng,"['xuất_sắc', 'nam', 'ơi', 'lần', 'đầu_tiên', 'chị', 'xem', 'set', 'này', 'của', 'em', 'nhiều', 'lần', 'không_thấy', 'chán', 'mà', 'lần', 'nào', 'cũng', 'cười', 'hết', 'quá', 'dễ_thương', 'và', 'duyên_dáng']",1
@longhai6341,"Mê ông Nam này ghê, nhưng mà em thẳng nha kkkk",,,,0,0,0,mê nam ghê nhưng_mà thẳng nha kkkk,"['mê', 'ông', 'nam', 'này', 'ghê', 'nhưng_mà', 'em', 'thẳng', 'nha', 'kkkk']",2
@mjnhtrj9999,"coi mà cứ sợ hết ko á trời, set này vjp thật sự, quá đỉnhhhh",,,,0,0,0,coi sợ không_á_trời set vjp thật_sự đỉnhhhh,"['coi', 'mà', 'cứ', 'sợ', 'hết', 'không_á_trời', 'set', 'này', 'vjp', 'thật_sự', 'quá', 'đỉnhhhh']",2
@HoangLinhNguyen-e5h,Nhìn giống hiếu thứ nhị rồi đấy,,,,0,0,0,giống_hiếu nhị đấy,"['nhìn', 'giống_hiếu', 'thứ', 'nhị', 'rồi', 'đấy']",2
@KhoaNguyen-dg6yp,Bản miễn phí đã hết hạn 😢 vui lòng mua vé đi xem để trải nghiệm premium,,😢,,0,1,0,miễn_phí hạn vui_lòng mua vé đi trải_nghiệm premium,"['bản', 'miễn_phí', 'đã', 'hết', 'hạn', 'vui_lòng', 'mua', 'vé', 'đi', 'xem', 'để', 'trải_nghiệm', 'premium']",0
@phi8076,Nam lần này khác thực sự,,,,0,0,0,nam thực_sự,"['nam', 'lần', 'này', 'khác', 'thực_sự']",2
@coffynguyen6894,t mà là ô đầu trọc t bỏ về lâu r😤,,😤,,0,1,0,t ô đầu trọc t lâu_r,"['t', 'mà', 'là', 'ô', 'đầu', 'trọc', 't', 'bỏ', 'về', 'lâu_r']",0
@LicNguyen91,🤣🤣🤣🤣🤣🤣🙏🙏🙏,🤣🤣🤣🤣🤣🤣,,,6,0,0,,[],1
@dinhtraipham5861,Set này thật sự nặng đô hơn nhiều set trước 😂😂,😂😂,,,2,0,0,set thật_sự nặng_đô set,"['set', 'này', 'thật_sự', 'nặng_đô', 'hơn', 'nhiều', 'set', 'trước']",1
@phucuongnguyen5841,chờ set diễn của Nam suốt nma muốn ổng đầu tư nội dung hơn chứ ko chỉ đơn giản là kể chuyện,,,,0,0,0,chờ set_diễn nam suốt nma đầu_tư nội_dung không_chỉ đơn_giản,"['chờ', 'set_diễn', 'của', 'nam', 'suốt', 'nma', 'muốn', 'ổng', 'đầu_tư', 'nội_dung', 'hơn', 'chứ', 'không_chỉ', 'đơn_giản', 'là', 'kể', 'chuyện']",2
@GiaManB2108,Ông Nam có chuyện vui hay sao mà diễn set này thoải mái vui vãiiii,,,,0,0,0,nam vui diễn_set thoải_mái vui vãiiii,"['ông', 'nam', 'có', 'chuyện', 'vui', 'hay', 'sao', 'mà', 'diễn_set', 'này', 'thoải_mái', 'vui', 'vãiiii']",2
@wind.anhquoc2853,"Ông này xem từ thời ở Sg 2021 đến bây giờ vẫn còn hay, tuyệt đỉnh truyền năng lượng quá ❤",❤,,,1,0,0,thời sg 2021 bây_giờ tuyệt_đỉnh truyền năng_lượng,"['ông', 'này', 'xem', 'từ', 'thời', 'ở', 'sg', '2021', 'đến', 'bây_giờ', 'vẫn', 'còn', 'hay', 'tuyệt_đỉnh', 'truyền', 'năng_lượng', 'quá']",1
@bachcoi1276,XD cười gần chết,,,,0,0,0,xd cười chết,"['xd', 'cười', 'gần', 'chết']",2
@taidoa7954,Coi xong sái luôn cái quai hàm. Nó đau giờ không ngủ được luôn,,,,0,0,0,coi xong sái quai_hàm đau không_ngủ,"['coi', 'xong', 'sái', 'luôn', 'cái', 'quai_hàm', 'nó', 'đau', 'giờ', 'không_ngủ', 'được', 'luôn']",2
@HưngNguyễnthành-i1n,má bể bụng,,,,0,0,0,má bể bụng,"['má', 'bể', 'bụng']",2
@uyenphuongphamngoc9804,Tự nhiên nay thấy anh Nam nhìn như anh Hiếu Thứ Hai bị phù :)))) nhưng mà level lên nhe anh,,,,0,0,0,tự_nhiên nam hiếu hai phù nhưng_mà level nhe,"['tự_nhiên', 'nay', 'thấy', 'anh', 'nam', 'nhìn', 'như', 'anh', 'hiếu', 'thứ', 'hai', 'bị', 'phù', 'nhưng_mà', 'level', 'lên', 'nhe', 'anh']",2
@NGuyenCUong-f3y,Kevin Hart việt hoá hã SGT =)),,,,0,0,0,kevin hart việt hóa hã sgt,"['kevin', 'hart', 'việt', 'hóa', 'hã', 'sgt']",2
@minhtran-om7lm,anh nam kể chuyện cười 1 nhìn anh lòng cười 10,,,,0,0,0,nam cười 1 cười 10,"['anh', 'nam', 'kể', 'chuyện', 'cười', '1', 'nhìn', 'anh', 'lòng', 'cười', '10']",2
@nghilee2863,"Lâu rồi mới thấy anh Nam diễn lại, nhưng phải công nhận là level cao hơn trước rồi, diễn duyên quá trời 😂",😂,,,1,0,0,nam diễn công_nhận level diễn_duyên trời,"['lâu', 'rồi', 'mới', 'thấy', 'anh', 'nam', 'diễn', 'lại', 'nhưng', 'phải', 'công_nhận', 'là', 'level', 'cao', 'hơn', 'trước', 'rồi', 'diễn_duyên', 'quá', 'trời']",1
@meolua,Anh Long hiền lành dễ thương mà đẹp trai manly thiệc. Nam diễn như ko diễn❤,❤,,,1,0,0,long hiền_lành dễ_thương đẹp_trai manly thiệc nam_diễn không_diễn,"['anh', 'long', 'hiền_lành', 'dễ_thương', 'mà', 'đẹp_trai', 'manly', 'thiệc', 'nam_diễn', 'như', 'không_diễn']",1
@Sieu_Cu_Dem,Tiết mục xs...quá cảm xúc😅,😅,,,1,0,0,tiết_mục xsquá cảm_xúc,"['tiết_mục', 'xsquá', 'cảm_xúc']",1
@B2805-q9i,"Diễn như này tốn khán giả quá, cười bể bụng ngủm hết rồi😂😂",😂😂,,,2,0,0,diễn tốn khán_giả cười bể bụng ngủm,"['diễn', 'như', 'này', 'tốn', 'khán_giả', 'quá', 'cười', 'bể', 'bụng', 'ngủm', 'hết', 'rồi']",1
@kHIO67,Nam mãi đỉnh❤❤😊,❤❤😊,,,3,0,0,nam mãi đỉnh,"['nam', 'mãi', 'đỉnh']",1
@NhanNguyen-nu5yf,"Có nét của Max Amini, rất vui. Tks Nam, tks SGT  ❤",❤,,,1,0,0,nét max amini vui tks nam tks sgt,"['có', 'nét', 'của', 'max', 'amini', 'rất', 'vui', 'tks', 'nam', 'tks', 'sgt']",1
@namx_uan,Đỉnh cao thật sự luôn đấy!!! replay bao nhiêu lần vẫn không chán:))),,,,0,0,0,đỉnh_cao thật_sự đấy replay bao_nhiêu không_chán,"['đỉnh_cao', 'thật_sự', 'luôn', 'đấy', 'replay', 'bao_nhiêu', 'lần', 'vẫn', 'không_chán']",2
@khoikhonkheo6372,Cũng phải lâu lắm r mới thấy a Nam diễn hài độc thoại. A Nam vẫn duyên dáng và hài hước nha.,,,,0,0,0,lắm a_nam diễn hài độc_thoại a_nam duyên_dáng hài_hước nha,"['cũng', 'phải', 'lâu', 'lắm', 'rồi', 'mới', 'thấy', 'a_nam', 'diễn', 'hài', 'độc_thoại', 'a_nam', 'vẫn', 'duyên_dáng', 'và', 'hài_hước', 'nha']",2
@catherinedo8988,"Ngày xưa khi coi set bao cao su, phà em ở đâu đấy với câu chuyện chú xe ôm mà cười mún ná thở…. 4 set gần đây thấy có vẻ bị nhạt dần.
Tuy cái này b có năng lượng hơn nhưng k thấy cái hài như trc kia nữa",,,,0,0,0,ngày_xưa coi set bao cao_su phà đấy câu_chuyện xe_ôm cười mún_ná thở 4 set có_vẻ nhạt dần b năng_lượng không_thấy hài trc kia,"['ngày_xưa', 'khi', 'coi', 'set', 'bao', 'cao_su', 'phà', 'em', 'ở', 'đâu', 'đấy', 'với', 'câu_chuyện', 'chú', 'xe_ôm', 'mà', 'cười', 'mún_ná', 'thở', '4', 'set', 'gần', 'đây', 'thấy', 'có_vẻ', 'bị', 'nhạt', 'dần', 'tuy', 'cái', 'này', 'b', 'có', 'năng_lượng', 'hơn', 'nhưng', 'không_thấy', 'cái', 'hài', 'như', 'trc', 'kia', 'nữa']",2
@NganNguyen-ip2ee,Dạo này đẹp trai quá ba,,,,0,0,0,dạo đẹp_trai,"['dạo', 'này', 'đẹp_trai', 'quá', 'ba']",2
@luyentapieuphoi2190,Đúng là set này ổng quá năng lượng,,,,0,0,0,set năng_lượng,"['đúng', 'là', 'set', 'này', 'ổng', 'quá', 'năng_lượng']",2
@nghitran4357,Ông Nam nói đúng tâm lý t hay đi gội đầu dưỡng sinh rồi ngủ quên. Xong thức dậy trong trạng thái hoài nghi nhân sinh là ngta có làm đủ bước cho mình thiệt hong 😂😂,😂😂,,,2,0,0,nam tâm_lý t đi gội đầu dưỡng_sinh ngủ quên xong thức dậy trạng_thái hoài_nghi nhân_sinh ngta thiệt_hong,"['ông', 'nam', 'nói', 'đúng', 'tâm_lý', 't', 'hay', 'đi', 'gội', 'đầu', 'dưỡng_sinh', 'rồi', 'ngủ', 'quên', 'xong', 'thức', 'dậy', 'trong', 'trạng_thái', 'hoài_nghi', 'nhân_sinh', 'là', 'ngta', 'có', 'làm', 'đủ', 'bước', 'cho', 'mình', 'thiệt_hong']",1
@Nhat-299,Diễn hay thật đấy xem k nhịn đc cười 😂,😂,,,1,0,0,diễn đấy không_nhịn cười,"['diễn', 'hay', 'thật', 'đấy', 'xem', 'không_nhịn', 'được', 'cười']",1
@DongDong-v9e,Xem clip trăm lần vẫn thấy em gay Nam à,,,,0,0,0,clip trăm gay_nam,"['xem', 'clip', 'trăm', 'lần', 'vẫn', 'thấy', 'em', 'gay_nam', 'à']",2
@hanmanh-u7b,"Hài vch! ""Quá Chuẩn luôn!""",,,,0,0,0,hài vch chuẩn,"['hài', 'vch', 'quá', 'chuẩn', 'luôn']",2
@ViệtNamĐoànKết-F-E-B-E-T,ĐÀN ÔNG SAO ZẠ? ĐÀN BÀ SAO ĐÂU! – Hài Độc Thoại Phương Nam Saigon Tếu Cười Xỉu,,,,0,0,0,đàn_ông zạ đàn_bà hài độc_thoại phương nam saigon_tếu cười xỉu,"['đàn_ông', 'sao', 'zạ', 'đàn_bà', 'sao', 'đâu', 'hài', 'độc_thoại', 'phương', 'nam', 'saigon_tếu', 'cười', 'xỉu']",2
@phongai1553,Haha sao tui xem ông Nam 12' mà cứ ngỡ có 2' vậy 😂😂😂,😂😂😂,,,3,0,0,haha tui nam 12 ngỡ 2,"['haha', 'sao', 'tui', 'xem', 'ông', 'nam', '12', 'mà', 'cứ', 'ngỡ', 'có', '2', 'vậy']",1
@laminh2096,"Thích Nam quá bây ơi. Set này ảnh bảnh mà ảnh đỉnh, tua lại coi lần 3 vẫn cười chảy nước mắt",,,,0,0,0,nam bây set ảnh bảnh ảnh đỉnh tua coi 3 cười chảy nước_mắt,"['thích', 'nam', 'quá', 'bây', 'ơi', 'set', 'này', 'ảnh', 'bảnh', 'mà', 'ảnh', 'đỉnh', 'tua', 'lại', 'coi', 'lần', '3', 'vẫn', 'cười', 'chảy', 'nước_mắt']",2
@haiduongtran8227,Xem hài của Phương Nam sảng khoái thật <3 bao nhiu stress bay hết,,,,0,0,0,hài phương nam_sảng khoái 3 bao nhiu stress bay,"['xem', 'hài', 'của', 'phương', 'nam_sảng', 'khoái', 'thật', '3', 'bao', 'nhiu', 'stress', 'bay', 'hết']",2
@QuocTrieu_Travis,Lần đầu mình bật cười khi xem Sài Gòn Tếu. Mấy lần trước cũng buồn cười nhưng mình cố nhịn.,,,,0,0,0,đầu bật cười sài gòn tếu mấy buồn_cười cố nhịn,"['lần', 'đầu', 'mình', 'bật', 'cười', 'khi', 'xem', 'sài', 'gòn', 'tếu', 'mấy', 'lần', 'trước', 'cũng', 'buồn_cười', 'nhưng', 'mình', 'cố', 'nhịn']",2
@truchobolero8376,Ước gì con Nhi hết led yêu lại cu Nam,,,,0,0,0,ước nhi led_yêu cu nam,"['ước', 'gì', 'con', 'nhi', 'hết', 'led_yêu', 'lại', 'cu', 'nam']",2
@QUANGDAO...,"Cười khờ luôn, Nam càng ngày càng đẳng cấp và mình xem đến đâu hiểu đến đó nên thích xem Nam hơn mấy ac kia. Tập này Nam lại bước lên tầm cao mới rồi, hy vong có dịp về VN sẽ đi xem trực tiếp.kkk 🎉🎉🎉",🎉🎉🎉,,,3,0,0,cười khờ nam càng_ngày_càng đẳng_cấp nam mấy ac kia tập nam tầm hy_vong dịp vn đi trực tiếpkkk,"['cười', 'khờ', 'luôn', 'nam', 'càng_ngày_càng', 'đẳng_cấp', 'và', 'mình', 'xem', 'đến', 'đâu', 'hiểu', 'đến', 'đó', 'nên', 'thích', 'xem', 'nam', 'hơn', 'mấy', 'ac', 'kia', 'tập', 'này', 'nam', 'lại', 'bước', 'lên', 'tầm', 'cao', 'mới', 'rồi', 'hy_vong', 'có', 'dịp', 'về', 'vn', 'sẽ', 'đi', 'xem', 'trực', 'tiếpkkk']",1
@QuocTrieu_Travis,oo,,,,0,0,0,oo,['oo'],2
@bemixnhac,"Thật sự lần nào xem cũng cười nghiêng ngả,mong team giữ gìn sức khỏe và mãi gắn bó với nghề ❤❤❤",❤❤❤,,,3,0,0,thật_sự cười nghiêng_ngảmong team giữ_gìn sức_khỏe mãi gắn_bó nghề,"['thật_sự', 'lần', 'nào', 'xem', 'cũng', 'cười', 'nghiêng_ngảmong', 'team', 'giữ_gìn', 'sức_khỏe', 'và', 'mãi', 'gắn_bó', 'với', 'nghề']",1
@tgt12v,Khúc triệt lông đầu t cười phụt nước miếng 😂,😂,,,1,0,0,khúc triệt_lông đầu t cười miếng,"['khúc', 'triệt_lông', 'đầu', 't', 'cười', 'phụt', 'nước', 'miếng']",1
@nhnm1078,Sao nay thấy Nam múp dữ vậy. Múp đột xuất :)),,,,0,0,0,nam_múp múp đột_xuất,"['sao', 'nay', 'thấy', 'nam_múp', 'dữ', 'vậy', 'múp', 'đột_xuất']",2
@thongnguyenvan4370,Quá đỉnh🎉,🎉,,,1,0,0,đỉnh,"['quá', 'đỉnh']",1
@viethang2991,mong sài gòn tếu đặc biệt là ah Nam ra Đà Nẵng diễn ạ,,,,0,0,0,mong sài gòn tếu đặc_biệt ah nam đà_nẵng diễn,"['mong', 'sài', 'gòn', 'tếu', 'đặc_biệt', 'là', 'ah', 'nam', 'ra', 'đà_nẵng', 'diễn', 'ạ']",2
@leesugar5651,"Nó bình dị nó thực tế mà nó gần gũi, phần trình diễn quá hay đi vào lòng người",,,,0,0,0,bình_dị thực_tế gần_gũi trình_diễn đi,"['nó', 'bình_dị', 'nó', 'thực_tế', 'mà', 'nó', 'gần_gũi', 'phần', 'trình_diễn', 'quá', 'hay', 'đi', 'vào', 'lòng', 'người']",2
@GiangNguyễn-q9k,set này e cười dc 12 phút 54 s,,,,0,0,0,set e cười 12 phút 54,"['set', 'này', 'e', 'cười', 'được', '12', 'phút', '54', 'sao']",2
@Khoa.96,Có tui ở đó chắc tui đứng lên vỗ tay luôn á chời😊❤,😊❤,,,2,0,0,tui tui đứng vỗ_tay á_chời,"['có', 'tui', 'ở', 'đó', 'chắc', 'tui', 'đứng', 'lên', 'vỗ_tay', 'luôn', 'á_chời']",1
@GiaHanNguyenNgoc-b5e4t,Đã tai nhất là nghe Saigon tếu video anh Nam diễn là lại Viral❤ Rất ủng hộ yêu mến anh. Nhưng mà anh video ngắn quá😂 Xem chưa có đã,❤😂,,,2,0,0,tai saigon tếu video nam_diễn viral ủng_hộ yêu_mến nhưng_mà video ngắn chưa_có,"['đã', 'tai', 'nhất', 'là', 'nghe', 'saigon', 'tếu', 'video', 'anh', 'nam_diễn', 'là', 'lại', 'viral', 'rất', 'ủng_hộ', 'yêu_mến', 'anh', 'nhưng_mà', 'anh', 'video', 'ngắn', 'quá', 'xem', 'chưa_có', 'đã']",1
@Api0061,"Nay nhìn đô mà đẹp zai v :)))
🌝🌝🌝",,,,0,0,0,đô đẹp zai,"['nay', 'nhìn', 'đô', 'mà', 'đẹp', 'zai', 'vậy']",2
@GoldxDucle,Mé cái đoạn cuối cười á thở luôn 😂,😂,,,1,0,0,mé đoạn cười á_thở,"['mé', 'cái', 'đoạn', 'cuối', 'cười', 'á_thở', 'luôn']",1
@minhxu777,"Nam level up nhìu quá, rất bất ngờ luôn. Quoocs tees, có nét của Matt Rife🎉❤",🎉❤,,,2,0,0,nam level up nhìu bất_ngờ quoocs_tees nét matt rife,"['nam', 'level', 'up', 'nhìu', 'quá', 'rất', 'bất_ngờ', 'luôn', 'quoocs_tees', 'có', 'nét', 'của', 'matt', 'rife']",1
@MisGlamorous,Má hài thì thôi nhé,,,,0,0,0,má hài,"['má', 'hài', 'thì', 'thôi', 'nhé']",2
@thanhnguyenle1197,HÀI QUÁ !,,,,0,0,0,hài,"['hài', 'quá']",2
@wibu_hoang2254,1:25 “đau bụng quá”=),,,,0,0,0,125 đau bụng,"['125', 'đau', 'bụng', 'quá']",2
@phucm.t.1851,Nam nét quá,,,,0,0,0,nam nét,"['nam', 'nét', 'quá']",2
@mouriyoshino9679,anh Nam ngày càng duyên 🤣🤣🤣,🤣🤣🤣,,,3,0,0,nam ngày_càng duyên,"['anh', 'nam', 'ngày_càng', 'duyên']",1
@kimkhanh-s4h,11:09 nghe ảnh hét như vừa bị ny hỏi:''nếu mẹ anh và em rơi xuống nước thì anh sẽ cứu ai?''vậy đóa^^,,,,0,0,0,1109 ảnh hét ny hỏinếu mẹ rơi xuống_nước cứu aivậy đóa,"['1109', 'nghe', 'ảnh', 'hét', 'như', 'vừa', 'bị', 'ny', 'hỏinếu', 'mẹ', 'anh', 'và', 'em', 'rơi', 'xuống_nước', 'thì', 'anh', 'sẽ', 'cứu', 'aivậy', 'đóa']",2
@halvo3540,Ông Nam dạo này có đi tập gym à 😊,😊,,,1,0,0,nam dạo đi tập gym,"['ông', 'nam', 'dạo', 'này', 'có', 'đi', 'tập', 'gym', 'à']",1
@ThanhBruhh,Đoạn hắt xì trông giống Mcuong vãi :)),,,,0,0,0,đoạn hắt_xì trông mcuong vãi,"['đoạn', 'hắt_xì', 'trông', 'giống', 'mcuong', 'vãi']",2
@Sjin2003kkkk,"Nay cảm giác ko hài như mấy video khác, thấy nặng nề sao á",,,,0,0,0,cảm_giác không_hài mấy video nặng_nề,"['nay', 'cảm_giác', 'không_hài', 'như', 'mấy', 'video', 'khác', 'thấy', 'nặng_nề', 'sao', 'á']",2
@JennyNguyen204,diễn hay dã man ❤❤❤,❤❤❤,,,3,0,0,diễn dã_man,"['diễn', 'hay', 'dã_man']",1
@phamngocthach,"nhìn khán giả nhiều ông bà đi coi hài mà mặt đơ nghiêm túc vl, cười đi mn",,,,0,0,0,khán_giả ông_bà đi coi_hài mặt_đơ nghiêm_túc vl cười đi,"['nhìn', 'khán_giả', 'nhiều', 'ông_bà', 'đi', 'coi_hài', 'mà', 'mặt_đơ', 'nghiêm_túc', 'vl', 'cười', 'đi', 'mọi', 'người']",2
@hopthucuaha,Ơ mình đã xem đoạn gội đầu trong set này của Nam ở đâu đó rồi thì phải! Mọi người có nhớ vậy ko? 🤔🤔🤔 Chắc Best Cuts phải ko nhỉ?,,,🤔🤔🤔,0,0,3,đoạn gội đầu set nam đâu_đó ko best cuts không_nhỉ,"['ơ', 'mình', 'đã', 'xem', 'đoạn', 'gội', 'đầu', 'trong', 'set', 'này', 'của', 'nam', 'ở', 'đâu_đó', 'rồi', 'thì', 'phải', 'mọi', 'người', 'có', 'nhớ', 'vậy', 'ko', 'chắc', 'best', 'cuts', 'phải', 'không_nhỉ']",2
@haneul_305,Set này hay cực á. Cười điên =)))),,,,0,0,0,set cực cười điên,"['set', 'này', 'hay', 'cực', 'á', 'cười', 'điên']",2
@thinh8590,"lần đầu tiên ngồi cười xuyên suốt clip, set này quá hay",,,,0,0,0,đầu_tiên cười xuyên suốt clip set,"['lần', 'đầu_tiên', 'ngồi', 'cười', 'xuyên', 'suốt', 'clip', 'set', 'này', 'quá', 'hay']",2
@Datveloc19408,"set lần này của Nam có lẽ là nhẹ đô và ngắn gọn hơn so với các set trước nên mình xem chưa đã lắm, tuy nhiên vẫn rất ổn và hay",,,,0,0,0,set nam có_lẽ nhẹ_đô ngắn_gọn set chưa_đã lắm tuy_nhiên ổn,"['set', 'lần', 'này', 'của', 'nam', 'có_lẽ', 'là', 'nhẹ_đô', 'và', 'ngắn_gọn', 'hơn', 'so', 'với', 'các', 'set', 'trước', 'nên', 'mình', 'xem', 'chưa_đã', 'lắm', 'tuy_nhiên', 'vẫn', 'rất', 'ổn', 'và', 'hay']",1
@HuynhNhu-uv8td,Đúng là Nam tiếc mục nào cũng hay,,,,0,0,0,nam tiếc_mục,"['đúng', 'là', 'nam', 'tiếc_mục', 'nào', 'cũng', 'hay']",2
@PHAMANN-k6p,ngữ điệu hơi giống anh Uy Lê nhỉ,,,,0,0,0,ngữ điệu_hơi uy_lê,"['ngữ', 'điệu_hơi', 'giống', 'anh', 'uy_lê', 'nhỉ']",2
@mminh2,"PN level cỡ Trấn Thành luôn nha, tui mê",,,,0,0,0,pn level cỡ trấn_thành nha tui mê,"['pn', 'level', 'cỡ', 'trấn_thành', 'luôn', 'nha', 'tui', 'mê']",2
@huynhphuongthaoanh,"set này Nam comeback hoàn hảo vch =))) thoải mái, duyên deliver ổn, nhờ anh trai làm miếng sau đó có cảm ơn xin lỗi ảnh đàng hoàng lịch sự. Ngắn gọn LÀM 1H ĐI NAM ƠI 12 PHÚT KHÔNG ĐỦ",,,,0,0,0,set nam_comeback hoàn_hảo vch thoải_mái duyên deliver_ổn anh_trai miếng cảm_ơn xin_lỗi ảnh đàng_hoàng lịch_sự ngắn_gọn 1 h đi nam 12 phút không_đủ,"['set', 'này', 'nam_comeback', 'hoàn_hảo', 'vch', 'thoải_mái', 'duyên', 'deliver_ổn', 'nhờ', 'anh_trai', 'làm', 'miếng', 'sau', 'đó', 'có', 'cảm_ơn', 'xin_lỗi', 'ảnh', 'đàng_hoàng', 'lịch_sự', 'ngắn_gọn', 'làm', '1', 'h', 'đi', 'nam', 'ơi', '12', 'phút', 'không_đủ']",1
@dct0311,"Đẳng cấp vẫn là Phương Nam, đề-pa câu chuyện đã thấy hấp dẫn rồi. Nhìn khuôn mặt Phương Nam có nét giống Trấn Thành😊",😊,,,1,0,0,đẳng_cấp phương nam đềpa câu_chuyện hấp_dẫn khuôn_mặt phương_nam nét trấn thành,"['đẳng_cấp', 'vẫn', 'là', 'phương', 'nam', 'đềpa', 'câu_chuyện', 'đã', 'thấy', 'hấp_dẫn', 'rồi', 'nhìn', 'khuôn_mặt', 'phương_nam', 'có', 'nét', 'giống', 'trấn', 'thành']",1
@thinhvo3430,Xuất sắc!!!!,,,,0,0,0,xuất_sắc,['xuất_sắc'],1
@thanhquannguyen6897,set này hài vỗ mặt luôn từ hình thể đến câu chuyện...quá hay!!!,,,,0,0,0,set hài_vỗ mặt hình_thể câu chuyệnquá,"['set', 'này', 'hài_vỗ', 'mặt', 'luôn', 'từ', 'hình_thể', 'đến', 'câu', 'chuyệnquá', 'hay']",2
@winter-spring78,9:04 đoạn này nam lm thêm câu lúc này trên ng e có 3 nguồn xả nc thì t vỡ bụng mất,,,,0,0,0,904 đoạn nam lm câu ng e 3 xả nc t vỡ bụng,"['904', 'đoạn', 'này', 'nam', 'lm', 'thêm', 'câu', 'lúc', 'này', 'trên', 'ng', 'e', 'có', '3', 'nguồn', 'xả', 'nc', 'thì', 't', 'vỡ', 'bụng', 'mất']",2
@DuyKhangTranNguyen,dạo này hài quá hahahahahahaha,,,,0,0,0,dạo hài hahahahahahaha,"['dạo', 'này', 'hài', 'quá', 'hahahahahahaha']",2
@NgocDao-yy8mr,Xuất xuất xuất …. Sắcccccccc =))))),,,,0,0,0,xuất xuất_xuất sắcccccccc,"['xuất', 'xuất_xuất', 'sắcccccccc']",2
@NgocDao-yy8mr,=)))),,,,0,0,0,,[],2
@taa6651,dữ thần nha,,,,0,0,0,thần_nha,"['dữ', 'thần_nha']",2
@shakesvo2949,"set này hay ạ, e thích những set dissing như này ạ",,,,0,0,0,set e_thích set dissing,"['set', 'này', 'hay', 'ạ', 'e_thích', 'những', 'set', 'dissing', 'như', 'này', 'ạ']",2
@thaothao-kv1dw,Mê set này quá điii,,,,0,0,0,mê set điii,"['mê', 'set', 'này', 'quá', 'điii']",2
